place,team_name,submission_date,score
525,Huỳnh Anh Dũng,2024-07-13 18:51:45,589.1
526,VK,2024-07-24 13:03:14,589.0
527,T.SHIGA,2024-08-06 12:48:20,589.0
528,Y qweWshdkaj,2024-06-06 09:46:24,588.7
529,Mohamed MZAOUALI,2024-07-13 08:54:42,588.5
530,StrongMan_Somongdam,2024-08-11 16:53:46,588.5
531,Pack Kwan Low,2024-07-13 20:33:25,588.3
532,horaeng333,2024-06-29 19:03:04,588.1
533,Volodymyr Lyubinets,2024-06-23 05:58:11,588.1
534,askbox,2024-05-19 09:16:04,587.9
535,cescofran,2024-08-06 18:13:33,587.9
536,Swastik Bagga,2024-07-01 02:04:36,587.7
537,gaur_kama,2024-06-01 04:43:19,587.5
538,waticson,2024-08-12 07:07:37,587.1
539,kglctf,2024-08-13 23:56:02,587.0
540, Zhongjie Wang,2024-08-11 23:54:23,587.0
541,alijs,2024-08-12 18:47:39,586.6
542,Amir Erfan Eshratifar,2024-06-30 20:25:42,586.6
543,zhaobangguo,2024-06-04 14:35:03,586.3
544,Michael Kamal 92,2024-06-14 13:22:02,586.1
545,IronWolfStark,2024-08-07 04:25:29,586.0
546,garfieldwong,2024-08-02 09:34:09,586.0
547,ryu,2024-07-21 01:57:32,585.8
548,Ahmed Karim,2024-07-20 07:00:36,585.5
549,Toàn Nguyễn Gia,2024-06-27 17:12:12,585.1
550,LearningCurve,2024-06-23 11:05:29,584.8
551,Fatih Arda Zengin,2024-08-11 00:33:07,584.6
552,Silin Chen,2024-07-09 01:52:48,584.6
553,Akila AnandKumar,2024-06-10 14:12:40,584.5
554,Devesh Surve,2024-05-24 18:11:37,584.2
555,Daniel Mittelman,2024-08-12 20:49:28,584.1
556,Andrij,2024-07-10 12:21:40,584.0
557,yacine kouhli,2024-06-02 17:57:20,583.8
558,Jessie Gao7,2024-07-22 08:31:59,583.4
559,Abish Pius,2024-07-18 01:46:11,583.2
560,Sriram Anasuri,2024-07-18 01:29:55,582.9
561,Prasanna Raut,2024-06-08 07:10:44,582.8
562,youssef ghaoui,2024-08-05 20:25:26,582.7
563,RainOnTheWindow,2024-08-13 09:35:23,582.6
564,clf,2024-05-29 03:07:34,582.4
565,Vũ Nguyễn Hà Anh,2024-06-28 10:12:25,582.3
566,NEHA ss SAWANT,2024-05-24 00:15:56,582.2
567,JoangHZ,2024-05-23 11:00:20,582.1
568,RenWaTake,2024-06-16 08:52:27,581.9
569,Anmol Kapoor,2024-05-25 15:14:23,581.9
570,Huynh Nhan Thap,2024-06-30 04:31:00,581.9
571,Delong Yang,2024-08-13 13:54:58,581.7
572,Nikolas Mottram,2024-06-10 10:26:02,581.7
573,VijayaragavanRamasamy,2024-06-05 13:05:22,581.7
574,beginner46,2024-07-31 11:16:45,581.2
575,Neel Patel,2024-05-29 04:20:47,581.1
576,Lâm Phạm Thanh,2024-06-30 16:08:00,581.1
577,sakura,2024-06-06 17:33:17,581.0
578,Varan Singh Rohila,2024-06-15 17:27:15,580.6
579,Anton Petrov,2024-06-28 20:39:46,580.6
580,RyuukP,2024-06-09 08:47:37,580.6
581,Pranav Agarwal,2024-05-25 23:41:17,580.3
582,KunIl Kim,2024-07-20 09:10:40,580.3
583,vitruvius,2024-08-13 08:59:59,579.9
584,szu_connorguo,2024-07-23 03:13:41,579.8
585,Manoj21k,2024-06-24 14:03:42,579.2
586,Trần Hoàng Anh Phi,2024-06-25 09:26:09,579.2
587,Riddhiman Moulick,2024-06-16 15:21:42,578.4
588,Deepluck,2024-08-10 15:25:07,578.2
589,Muhammed Tausif,2024-08-09 00:41:51,578.2
590,Ryo Takaki,2024-08-02 04:26:16,578.1
591,Andres H. Zapke,2024-06-04 14:15:36,578.0
592,Shlomo Tannor,2024-05-20 19:05:07,577.8
593,GigkPeaeums,2024-06-12 15:50:48,577.6
594,Maria Gorinova,2024-05-25 23:37:30,577.5
595,Van chrn,2024-07-06 15:41:53,577.4
596,Takuma_Toda,2024-07-23 10:49:53,577.1
597,Hafiz Khanil,2024-06-30 12:11:58,577.0
598,DataDiva007,2024-08-02 07:54:09,577.0
599,Ngọc Thức Nguyễn,2024-06-08 10:21:55,576.8
600,Adrien Heinzlé,2024-06-11 08:10:47,576.6
601,OrcaItsuka,2024-07-04 08:52:01,576.6
602,Vatsal Shah,2024-07-15 05:15:35,576.5
603,Sergei Dolin,2024-07-27 16:55:27,576.0
604,Hello Word,2024-07-27 16:27:39,576.0
605,gamerrg16,2024-08-12 16:01:52,575.8
606,na435,2024-07-12 00:18:03,575.7
607,ponsyuyuki,2024-08-02 05:56:34,575.6
608,Y.L.,2024-08-10 15:03:20,575.6
609,zapfino,2024-07-06 00:19:07,575.5
610,WardGreunke,2024-06-21 16:46:44,575.3
611,AlphaBot Assassin,2024-08-12 14:34:48,575.3
612,Noor Chauhan,2024-05-27 04:59:45,575.3
613,SAY WHAT,2024-07-18 03:20:56,575.2
614,Yi-Chia Chen,2024-07-03 13:49:18,574.8
615,shimokawatoko,2024-08-13 18:06:06,574.7
616,sultan alsaleh,2024-05-20 18:47:35,574.6
617,soul,2024-05-31 07:38:06,574.4
618,jkaniewski,2024-07-14 10:06:28,574.0
619,KSuzu,2024-08-11 09:29:20,573.9
620,Ashvith Gurram,2024-06-06 22:27:49,573.8
621,Priyanshu Sharma,2024-05-30 11:29:54,573.6
622,weichu xie,2024-06-30 06:33:06,573.6
623,Hideki_M,2024-06-29 02:21:44,573.5
624,jazivxt,2024-05-27 01:11:48,573.5
625,Ivan Aleksandrov,2024-08-12 14:29:06,573.1
626,MattDaiJh,2024-06-23 11:09:44,573.0
627,Linda Lawton,2024-05-27 16:50:46,572.6
628,jae,2024-06-19 10:30:23,571.8
629,vecxoz,2024-05-31 13:32:05,571.2
630,Rodrigo Stall Sikora,2024-06-15 17:20:06,571.1
631,wamiotto wang,2024-06-12 16:15:02,571.1
632,Thư Nguyễn Minh,2024-05-17 11:15:36,571.0
633,PClub IITK,2024-06-08 13:52:53,570.9
634,tiod0611,2024-07-05 14:50:31,570.9
635,Abheeshth Mishra,2024-07-18 16:41:51,570.4
636,riicon,2024-07-17 13:41:39,570.3
637,Jules,2024-07-16 13:37:06,570.1
638,AAElter,2024-08-13 23:22:51,570.1
639,UnnopNu,2024-06-05 03:16:43,569.9
640,trouble2maker,2024-07-27 06:30:37,569.0
641,Ha Le,2024-08-05 21:05:03,568.5
642,U-Bex,2024-06-23 12:06:40,568.5
643,d1v1s10n_by_zer0,2024-08-13 16:31:07,567.4
644,SKT T1,2024-07-16 05:10:40,567.3
645,MaoYouSi,2024-07-17 08:22:39,567.3
646,witcher,2024-07-21 19:27:09,567.2
647,Kaustubh,2024-05-30 07:56:13,567.0
648,AliceTheCat,2024-05-20 23:08:04,567.0
649,Jack Palmer,2024-08-11 06:30:22,566.6
650,Thunderstrike 77,2024-06-09 20:17:54,566.2
651,Simon Beck,2024-07-25 22:42:37,566.1
652,Gerald Pascua,2024-06-10 08:01:57,566.0
653,Mingyeiu,2024-08-05 10:08:34,565.0
654,U.zgkun,2024-07-29 18:13:08,564.8
655,Qilazzz,2024-08-13 07:34:28,564.7
656,omcandido,2024-05-24 19:07:20,564.4
657,Giang Lê Châu,2024-06-19 10:52:14,564.4
658,hwan1Park,2024-08-07 07:54:05,564.3
659,YoungCheol Son,2024-08-02 14:22:53,564.2
660,SonNguyenK17,2024-06-30 02:01:42,563.9
661,mohammad ammar,2024-05-26 21:23:55,563.6
662,Claudio Scan,2024-06-19 09:03:04,563.1
663,SkySell,2024-08-03 01:56:26,562.5
664,atom1231,2024-06-14 07:27:40,562.4
665,Manish kumar Thota,2024-07-30 19:57:29,562.0
666,Minh Nguyen,2024-08-05 21:25:25,561.6
667,Edward M.F. Ho,2024-05-27 22:52:15,561.5
668,Nakanishi,2024-08-13 14:11:09,561.4
669,Parashuram Chavan,2024-06-26 13:26:20,561.1
670,Kirill Tushin,2024-06-12 12:42:23,560.2
671,Sandeep Sharma,2024-08-07 18:26:14,560.1
672,Armand_PY_kdp,2024-05-24 01:15:36,559.5
673,Md Boktiar Mahbub Murad,2024-05-19 22:32:02,559.5
674,AbhilashVJ,2024-07-15 19:03:16,559.2
675,wiz,2024-07-27 02:20:23,558.9
676,larrytiandi,2024-08-09 18:56:34,558.9
677,TOÁN TRẦN VĂN- 21522689,2024-06-26 12:10:21,558.4
678,Upside-Down Mountain,2024-07-07 10:36:21,557.7
679,20hills,2024-07-22 15:05:44,557.3
680,Vinay Cheripally,2024-05-22 12:15:39,556.8
681,gmin5y,2024-06-08 19:09:58,556.5
682,Steven_Y,2024-07-26 14:40:36,556.2
683,eee,2024-07-30 14:59:40,556.0
684,Corleone,2024-07-27 16:13:21,556.0
685,JialiJiang772,2024-08-08 08:22:40,556.0
686,1999Jiawen,2024-07-25 08:16:10,555.9
687,Jinho,2024-06-17 06:32:58,555.3
688,ZhiMi4933,2024-08-08 07:21:58,555.3
689,choyai,2024-06-04 10:46:05,554.2
690,Antonio Carbone,2024-06-26 14:17:17,554.1
691,TrungTranWeb3,2024-06-28 17:40:27,553.6
692,VaibhavPatle,2024-07-12 10:30:33,553.2
693,Daniel Guerrero Santaren,2024-06-24 18:15:08,553.1
694,MakiMakiAi,2024-07-01 11:56:51,552.9
695,gb_kwon,2024-08-07 08:54:21,549.8
696,RisingMoon,2024-07-18 12:03:30,549.4
697,ICannotThinkOfATeamName,2024-08-13 18:57:36,547.7
698,Parth,2024-05-26 07:56:21,547.6
699,Berlin,2024-07-25 06:24:49,547.3
700,Beksultan Sagyndyk,2024-07-19 12:56:24,547.3
701,Snigdha Chandan,2024-07-04 17:56:17,546.5
702,Shujaat Hasan,2024-05-19 16:59:13,546.3
703,BIZEN250,2024-08-12 03:06:31,546.2
704,Yyw_903957503,2024-06-01 02:46:34,545.6
705,Karnakbayev Artur,2024-06-12 22:03:45,544.4
706,cold_star,2024-05-30 15:12:17,543.6
707,kei-sho,2024-08-03 04:36:00,543.1
708,Growingduck,2024-08-11 05:26:27,541.4
709,Duy Nguyễn Hoàng,2024-06-25 02:19:05,540.8
710,Vishnu Raja,2024-06-08 19:23:56,540.6
711,Glenn Benedict Montesclaros,2024-08-07 03:37:45,540.4
712,MICADEE,2024-08-13 16:11:20,540.0
713,takumi71,2024-08-13 23:35:37,539.1
714,Muramon,2024-07-28 09:56:41,539.0
715,Li Mou,2024-07-30 01:50:32,538.4
716,shu8Cream,2024-07-27 06:40:43,536.3
717,No_Preference,2024-07-07 08:21:39,535.9
718,SudhanshuSharma,2024-06-20 12:52:38,534.9
719,take710,2024-06-18 14:15:39,534.2
720,Benchan,2024-05-31 16:03:47,534.0
721,wanglingyue,2024-06-17 02:55:21,533.8
722,esthercute,2024-07-04 17:27:32,531.5
723,ChumoQin,2024-06-18 13:28:38,529.0
724,Biéchy,2024-06-09 03:51:25,528.9
725,Rafi Hai,2024-05-16 21:56:38,528.9
726,gandalfhaha,2024-07-30 15:32:32,527.4
727,ViZZoN,2024-05-28 05:54:54,527.0
728,adwmos,2024-07-14 10:33:05,526.8
729,machengyuan,2024-07-29 03:29:19,524.7
730,YangAoTian,2024-08-07 09:29:00,521.8
731,Seiya Mitsumori,2024-06-27 06:04:14,521.3
732,jehlum,2024-08-13 17:35:02,520.0
733,Toon,2024-06-26 16:03:24,519.9
734,Araik Tamazian,2024-08-13 21:44:52,519.7
735,Arjun Dixit,2024-05-24 22:46:03,518.6
736,Avinaash Anand K,2024-08-13 20:20:48,515.7
737,Clairyovants,2024-07-23 12:13:21,514.5
738,ilvxin,2024-05-20 14:26:53,513.9
739,ginster,2024-06-05 10:30:46,513.1
740,Pranjal,2024-08-06 14:29:03,512.6
741,Setayeshi,2024-06-22 00:13:48,512.0
742,Kupper,2024-07-09 06:32:30,510.1
743,Rashmi Jain,2024-06-18 10:03:04,509.9
744,Vladimir Larin,2024-06-26 06:26:23,507.4
745,Chun Yi Paddle,2024-06-05 14:24:32,507.4
746,Avhijit Nair,2024-07-27 17:34:39,506.2
747,Lathashree,2024-05-29 20:15:15,504.6
748,Maaz,2024-07-24 05:08:30,504.1
749,Hariom Choudhary,2024-06-02 14:32:03,503.6
750,marketneutral,2024-07-09 21:25:22,502.6
751,rajo,2024-05-19 05:10:26,501.4
752,withying,2024-08-03 11:53:37,501.0
753,YIYANG HAO,2024-07-24 03:39:15,500.6
754,Jhyuk,2024-07-05 16:50:42,499.1
755,bebetter123jj,2024-07-22 01:08:50,498.5
756,Ashwanth,2024-06-25 13:48:01,498.3
757,Awaldeep Singh,2024-06-30 08:57:50,497.4
758,xj,2024-08-13 12:07:04,497.4
759,Vladislav,2024-08-03 23:09:20,494.6
760,Mukund Sayeeganesh,2024-07-03 14:56:22,493.5
761,Lucas,2024-07-09 05:18:11,491.4
762,Mayank Chhibber,2024-05-24 12:57:27,491.1
763,hongsonUIT,2024-06-29 09:32:34,490.8
764,Florian Carstens,2024-07-29 17:29:58,489.0
765,Serhii Kharchuk,2024-07-03 13:36:25,487.8
766,Khaled Alrashidi,2024-08-02 04:25:27,487.7
767,Khánh Bùi Hạ,2024-05-17 04:22:38,484.6
768,Phan Thanh Hai147,2024-06-11 13:33:40,482.1
769,yq line,2024-07-21 08:27:10,479.7
770,xgbgood,2024-07-28 01:42:57,478.7
771,Faker Fanatic,2024-06-12 11:18:13,472.3
772,Satyam Kathait,2024-07-11 03:03:15,471.3
773,yanqiangmiffy,2024-07-28 07:02:13,471.2
774,A0275704B,2024-07-12 14:46:16,468.8
775,think_phil,2024-07-19 12:53:48,468.4
776,nabe189,2024-08-01 18:38:14,465.1
777,xin811,2024-08-06 05:01:01,462.9
778,Daoyuan Li,2024-06-05 19:35:28,462.6
779,SALAH ELDIN ELNABARAWY,2024-07-26 18:27:10,456.5
780,yunjinchoidev,2024-06-22 11:46:53,456.1
781,Aere777,2024-06-24 22:40:34,456.0
782,Lee Rui En,2024-08-12 13:05:34,452.0
783,Kamau,2024-08-01 22:07:39,451.9
784,SamChang-Dev,2024-07-25 13:54:57,450.1
785,Dmitry Makarov,2024-07-19 13:10:20,449.9
786,KSMCG90,2024-07-17 19:19:55,448.4
787,Иван Третьяков,2024-07-21 21:17:29,448.1
788,Hop Bui,2024-05-23 05:25:38,448.1
789,Shin7jp,2024-08-11 23:55:37,447.6
790,ggjhkjgd,2024-07-18 04:00:46,442.9
791,km0123,2024-08-13 14:23:09,438.8
792,Mohamed abdelrazik,2024-05-30 10:36:46,437.7
793,Aman Kumar,2024-08-03 15:21:18,437.0
794,mayank,2024-08-10 18:21:24,435.3
795,Zhuoran Wang,2024-07-17 16:54:56,434.8
796,Taracorn,2024-05-25 10:33:05,433.7
797,Bhaskar Pathak,2024-07-19 20:32:05,430.2
798,lzytitan494,2024-07-23 06:35:46,428.7
799,HOS_sbi,2024-07-20 12:26:48,426.4
800,gentle bird,2024-07-18 15:36:07,426.0
801,Cotmd,2024-07-21 09:05:17,421.9
802,Samar & Vijay,2024-07-03 17:30:58,421.5
803,stray noob in da wild,2024-07-20 09:33:03,420.7
804,ZhuJingnan,2024-05-26 01:00:00,420.0
805,Leo Carvalho,2024-08-13 23:45:18,418.5
806,grasshopperKG,2024-08-05 00:15:42,417.8
807,Niranjan Nakkala,2024-07-26 02:22:02,417.0
808,hayate_taf,2024-08-12 23:34:21,413.3
809,Shiv28,2024-08-13 12:03:49,410.9
810,Vishrut Grover,2024-06-04 17:58:17,403.7
811,Lawrence Chernin,2024-07-26 02:07:10,401.3
812,LuminousC,2024-08-07 21:22:36,400.1
813,Silather,2024-05-25 15:17:17,397.4
814,Littleotter777,2024-07-19 10:38:37,394.3
815,Andrіі Didenko,2024-07-30 19:49:37,391.6
816,kitory Yeah やきとり,2024-06-01 12:35:14,390.4
817,Ishii Shodai,2024-08-05 07:22:01,381.9
818,Akira Hirohashi,2024-08-13 12:36:13,378.0
819,Splend1dChan（燦爛）,2024-08-13 19:06:19,376.5
820,IshanAG1522,2024-07-19 20:05:23,371.9
821,Nezahat Korkmaz,2024-07-23 10:58:07,371.6
822,Dapeng,2024-05-27 00:39:43,369.4
823,CNIC-OnceAgain,2024-05-23 13:14:46,369.3
824,tingyu516,2024-08-12 02:45:21,366.5
825,Ryunosuke Iwata,2024-07-16 01:53:17,362.6
826,1,2024-06-01 10:27:42,298.9
827,[INSERT TEAM NAME],2024-06-07 01:34:12,293.4
828,Jasper Dekoninck,2024-06-02 22:07:38,293.0
829,Simon,2024-08-03 14:16:17,276.0
830,Stanislav Tsepa,2024-07-20 15:05:45,231.3
831,gpt20,2024-05-28 15:38:57,214.6
832,team-matsusuke,2024-08-13 20:28:42,-62.1
